page,image_file,binomial,photographer,source_url,license,license_url
"docs/herbs/Centaurium_meyeri_-_Field_centaury,_ಕಾಡು_ಕೆಂಪು_ಜೀರಿಗೆ,_Barik_chirayata,_Luntak.md",Centaurium_meyeri_annual_-_Flickr_-_dinesh_valke.jpg,Centaurium meyeri,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/13431147434,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Cerbera_odollam_-_Dog-bane,_ಹರಿಯಾಗೆ,_Heddi,_Sorkili,_Adavi_arali,_Malaelengi,_Sukanu.md",Cerbera_odollam_apocynaceae_-_Flickr_-_dinesh_valke.jpg,Cerbera odollam,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/5927467078,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Ceriops_tagal_-_Compound-cymed_mangrove,_ಚೌರಿ,_Panri-k-kutti,_Gedara,_Aanakkantal,_Chauri.md",Ceriops_tagal_-_Flickr_-_dinesh_valke.jpg,Ceriops tagal,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/48149860742,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Ceropegia_candelabrum_-_Candlestick_ceropegia,_ಹಲ್ಲುಕ,_Bakkalimanda,_Nagathumba,_Kanvel.md",Ceropegia_candelabrum_asclepiadaceae_-_Flickr_-_dinesh_valke.jpg,Ceropegia candelabrum,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/32997008552,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Chonemorpha_fragrans_-_Frangipani_vine,_ಚಂದ್ರ_ಹುವಿನ_ಬಳ್ಳಿ,_Moorva,_Appuppanthadi,_Akashchapha.md",Chonemorpha_fragrans_-_Flickr_-_dinesh_valke.jpg,Chonemorpha fragrans,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/54583675852,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Cipadessa_baccifera_-_Globular-flowered_neem,_ಬೆಟ್ಟದ_ಬೇವು,_Cevvattai,_Chedu_bira,_Kaippanaranci,_Gudmi.md",Cipadessa_baccifera_meliaceae_-_Flickr_-_dinesh_valke.jpg,Cipadessa baccifera,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/5654167850,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Cissus_repanda_-_Wavy-leaved_cissus,_ಎಲೆಕೊಂಬು_ಬಳ್ಳಿ,_Pani_bel,_Gummadi_thige,_Gendal.md",Cissus_repanda_-_Flickr_-_dinesh_valke.jpg,Cissus repanda,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/51641830441,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Clematis_heynei_-_Deccan_clematis,_ಸೋಗವಲ್ಲಿ,_Churhar,_Morvel.md",Clematis_heynei_ranunculaceae_-_Flickr_-_dinesh_valke.jpg,Clematis heynei,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/6331932502,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Clitoria_ternatea_-_Kounch_flower,_Kanti_soppu,_Aparaajit,_Shankapushpam,_Shankapushpmamu,_Gokarni.md",Clitoria_ternatea_-_Flickr_-_dinesh_valke.jpg,Clitoria ternatea,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/40124513630,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Cochlospermum_religiosum_-_Buttercup_tree,_ಅರಿಸಿನ_ಬೂರುಗ,_Galgal,_Kattupparutti,_Konda_gogu,_Cempanni,_Ganeri.md",Cochlospermum_religiosum_-_Flickr_-_dinesh_valke.jpg,Cochlospermum religiosum,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/3602272045,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
docs/herbs/Coleus_barbatus.md,Coleus_barbatus_herb_-_Flickr_-_dinesh_valke.jpg,Coleus barbatus,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/4938304974,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Combretum_latifolium_-_Large-leaved_climbing_bushwillow,_ಕೊಜಂಬೆ_ಬಳ್ಳಿ,_Manna-valli,_Motha_piluk.md",Combretum_latifolium_combretaceae_-_Flickr_-_dinesh_valke.jpg,Combretum latifolium,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/32427218243,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Combretum_malabaricum_-_Malabar_madhumalati,_ಕಿಲೆಂಜಿಸೊಪ್ಪು,_Sandhyarani.md",Combretum_malabaricum_combretaceae_-_Flickr_-_dinesh_valke.jpg,Combretum malabaricum,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/33114214801,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Corypha_umbraculifera_-_Talipot_palm,_ಈಂದು,_Bajarbattu,_Tali-p-panai,_Sritalamu,_Kudappana,_Tali.md",Corypha_umbraculifera_arecaceae_-_Flickr_-_dinesh_valke.jpg,Corypha umbraculifera,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/8296932794,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Crinum_viviparum_-_Poison_bulb,_ಕಾಡುಈರುಳ್ಳಿ,_Visa-munkil,_Kajagadda,_Veluttapolatali,_Kumbaya.md",Crinum_viviparum_amaryllidaceae_-_Flickr_-_dinesh_valke.jpg,Crinum viviparum,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/6258441942,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Crossandra_infundibuliformis_-_Crossandra,_ಆಬ್ಬೊಲಿಗೆ,_Priyadarsha,_Cem-payirava-p-puntu,_Kanak-ambaramu,_Priyadarshini,_Aboli.md",Crossandra_infundibuliformis_-_Flickr_-_dinesh_valke.jpg,Crossandra infundibuliformis,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/48922280498,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Crotalaria_nana_burm_-_Tiny_rattlepod,_ಸಣ್ಣ_ಗೆಜ್ಜೆ_ಗಿಡ,_Cheriya_kilukiluppa,_Nana_tag.md",Crotalaria_nana_burm_fabaceae_-_Flickr_-_dinesh_valke.jpg,Crotalaria nana burm,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/31176488620,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Cryptostegia_Grandiflora_-_Rubber_vine,_Hambu_rubber_gida.md",Cryptostegia_Grandiflora_-_Flickr_-_dinesh_valke.jpg,Cryptostegia Grandiflora,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/45597343942,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Cyathula_prostrata_-_Cyathula,_ನೆಲ_ಉತ್ತರಾಣಿ,_Lal_chirchita,_Civappu_nayuruvi,_Cerukadalaadi,_Bhuiaghaada.md",Cyathula_prostrata_-_Flickr_-_dinesh_valke.jpg,Cyathula prostrata,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53526696979,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Cyclea_peltata_-_Indian_moon_seed,_Padaavala,_Pata,_Padathali,_Paka.md",Cyclea_peltata_-_Flickr_-_dinesh_valke.jpg,Cyclea peltata,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/52535572869,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Cynarospermum_asperrimum_-_Hill_blepharis,_ಎಲು_ಕೂಟ್ಟಿ,_Akada.md",Cynarospermum_asperrimum_-_Flickr_-_dinesh_valke.jpg,Cynarospermum asperrimum,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/54204899532,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Cynoglossum_zeylanicum_-_Ceylon_forget-me-not,_ಆಮ್ರದ_ಸೊಪ್ಪು,_Andhahuli,_Picin_ottarai,_Kada_anthrinta,_Kayooram,_Lichardi.md",Cynoglossum_zeylanicum_boraginaceae_-_Flickr_-_dinesh_valke.jpg,Cynoglossum zeylanicum,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/4942732506,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
docs/herbs/Dalbergia_sissoides.md,Dalbergia_sissoides_-_Flickr_-_dinesh_valke.jpg,Dalbergia sissoides,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/55216722601,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
"docs/herbs/Debregeasia_longifolia_-_Orange_wild_rhea,_ಕಾಡು_ಗರುಗ,_Sansaru,_Elilainocci,_Kerangi,_Kattunocchi,_Kapshi.md",Debregeasia_longifolia_-_Flickr_-_dinesh_valke.jpg,Debregeasia longifolia,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/55088830313,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
"docs/herbs/Dendrocalamus_strictus_-_Boar_spear,_ಗಂಡುಬಿದುರು,_Nar_bans,_Ciru-munkil,_Chitti_veduru,_Kallanmula.md",Dendrocalamus_strictus_-_Flickr_-_dinesh_valke.jpg,Dendrocalamus strictus,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/51696539107,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Derris_scandens_-_Hog_creeper,_ಚೀನಾ_ಬಿಳಿಮರ,_Gonj,_Atiral,_Chira_talliboddu,_Noyalvalli,_Garudvel.md",Derris_scandens_-_Flickr_-_dinesh_valke.jpg,Derris scandens,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/52958075978,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Derris_trifoliata_-_Common_derris,_ಕ್ರಿಮಿನಾಶಿ,_Panlata,_Nallatiga,_Ponnanvalli,_Karanj_vel.md",Derris_trifoliata_-_Flickr_-_dinesh_valke.jpg,Derris trifoliata,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/52708291023,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Dicliptera_paniculata_-_Panicled_foldwing,_ಚೀಬೀ_ಗಿಡ,_Atrilal,_Kara-k-kanciram,_Chebeera,_Kattupuzhukkolli,_Kakajangha.md",Dicliptera_paniculata_-_Flickr_-_dinesh_valke.jpg,Dicliptera paniculata,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/54193910082,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Diospyros_paniculata_Dalzell_-_Panicle-flowered_ebony,_ಕರೆ_ಮರ,_Kari,_Illekatta,_Temburni.md",Diospyros_paniculata_Dalzell_-_Flickr_-_dinesh_valke.jpg,Diospyros paniculata Dalzell,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/54583624887,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
docs/herbs/Dolichandrone_atrovirens_-_Caralluma.md,Dolichandrone_atrovirens_-_Flickr_-_dinesh_valke.jpg,Dolichandrone atrovirens,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/5780560713,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Dysoxylum_gotadhora_-_Cup-calyxed_white_cedar,_ಅಗಿಲು,_Akuniyakil,_Akil,_Devadaru.md",Dysoxylum_gotadhora_evergreen_-_Flickr_-_dinesh_valke.jpg,Dysoxylum gotadhora,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/8149935739,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Euphorbia_cristata_-_Crested_spurge,_Bili_kaddi.md",Euphorbia_cristata_-_Flickr_-_dinesh_valke.jpg,Euphorbia cristata,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/357040926,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Fagraea_ceilanica_thunb_-_Perfume_flower_tree,_ಹಣ್ಣ_ಚಳ್ಳೆ,_Marunthankaamaram.md",Fagraea_ceilanica_thunb_-_Flickr_-_dinesh_valke.jpg,Fagraea ceilanica thunb,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53541689450,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Falconeria_insignis_Royle_-_Tiger's_milk_spruce,_ಕಣ್ಣು_ಪಡೆ,_Khinna,_Sakkaraikalli,_Devasuroopi,_Kalmaram,_Chikada.md",Falconeria_insignis_Royle_-_Flickr_-_dinesh_valke.jpg,Falconeria insignis Royle,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/55257592944,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
"docs/herbs/Ficus_auriculata_-_Elephant_ear_fig_tree,_ಅಂಜೂರ,_Phagoora,_Aanachcheviyan_aththi,_Deshi_anjir.md",Ficus_auriculata_moraceae_-_Flickr_-_dinesh_valke.jpg,Ficus auriculata,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/41317135491,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Flacourtia_indica_-_Indian_plum,_Mulluthaare.md",Flacourtia_indica_-_Flickr_-_dinesh_valke.jpg,Flacourtia indica,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/3089374492,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Flemingia_strobilifera_-_Luck_plant,_ಕುಮಳು,_Kanphuta,_Nalla_baddu,_Kanalam,_Bundar.md",Flemingia_strobilifera_-_Flickr_-_dinesh_valke.jpg,Flemingia strobilifera,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/54360080158,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Girardinia_diversifolia_-_Himalayan_nettle,_ದೊಡ್ಡ_ತುರಿಕೆ,_Bichua,_Periya_kaanjori,_Chettu,_Aanachoriyanam,_Aagya.md",Girardinia_diversifolia_-_Flickr_-_dinesh_valke.jpg,Girardinia diversifolia,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/55099249738,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
"docs/herbs/Gnaphalium_polycaulon_-_Many_stemmed_Cudweed,_Saamba_gida.md",Gnaphalium_polycaulon_asteraceae_-_Flickr_-_dinesh_valke.jpg,Gnaphalium polycaulon,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/8460744537,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Gouania_microcarpa_-_Downy-branchletted_chawstick,_ಶಿಂಗಾರ_ಬಳ್ಳಿ,_Palkkarrati.md",Gouania_microcarpa_shrub_-_Flickr_-_dinesh_valke.jpg,Gouania microcarpa,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/6928688497,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Grewia_heterotricha_-_Petriyaachu,_Kaadujane.md",Grewia_heterotricha_-_Flickr_-_dinesh_valke.jpg,Grewia heterotricha,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53527137788,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Grewia_serrulata_-_Serrulate-leaved_grewia,_ಗುರಗುರಿ,_Bhansuli,_Anaikatti_maram,_Pegala,_Anakkottimaram,_Kawri.md",Grewia_serrulata_-_Flickr_-_dinesh_valke.jpg,Grewia serrulata,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53529334869,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Gymnacranthera_canarica_-_Kanara_nutmeg,_ಪಿಂಡಿಕಾಯಿ,_Pintikkaya.md",Gymnacranthera_canarica_evergreen_-_Flickr_-_dinesh_valke.jpg,Gymnacranthera canarica,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/8583662492,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Gymnostachyum_febrifugum_Benth_-_Fever_gymnostachyum,_ಅಗ್ರದ_ಬೇರು,_Naavuneetti.md",Gymnostachyum_febrifugum_Benth_acanthaceae_-_Flickr_-_dinesh_valke.jpg,Gymnostachyum febrifugum Benth,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/28770285046,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Heritiera_littoralis_-_Looking_glass_mangrove,_ಚಂದ_ಮರ,_Conmuntiri,_Mukuram,_Sundari.md",Heritiera_littoralis_malvaceae_-_Flickr_-_dinesh_valke.jpg,Heritiera littoralis,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/33124533635,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Hibiscus_cannabinus_-_Kenaf,_ಪುಂಡಿ,_Patsan,_Palungu,_Pimdikura,_Kanjaru.md",Hibiscus_cannabinus_-_Flickr_-_dinesh_valke.jpg,Hibiscus cannabinus,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/6253783371,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Hibiscus_vitifolius_-_Five-winged_capsule_rose-mallow,_ಮಣಿ_ತುತ್ತೀ_ಗಿಡ,_Ban_okra,_Ciru-tutti,_Adavi_patthi,_Kaattu_vellooram,_Vankapas.md",Hibiscus_vitifolius_-_Flickr_-_dinesh_valke.jpg,Hibiscus vitifolius,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53308964536,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Holigarna_arnottiana_-_Black_varnish_tree,_ಹೊಲಗೇರು,_Karunceru,_Karincher,_Ranbiba.md",Holigarna_arnottiana_evergreen_-_Flickr_-_dinesh_valke.jpg,Holigarna arnottiana,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/16100078697,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Homalium_ceylanicum_-_Ceylon_homalium,_ಹುಳಿಕಡ್ಡಿ_ಮರ,_Mantraala-mukki,_Kalavaram,_Homali.md",Homalium_ceylanicum_evergreen_-_Flickr_-_dinesh_valke.jpg,Homalium ceylanicum,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/8582821424,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Hultholia_mimosoides_-_Mimosa_thorn,_ಈಜಿಮುಳ್ಳು,_Punai-k-kalarci,_Kalthottaavaadi,_Narkati.md",Hultholia_mimosoides_fabaceae_-_Flickr_-_dinesh_valke.jpg,Hultholia mimosoides,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/5598379494,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Humboldtia_brunonis_-_Brown's_humboldtia,_ಹಾಸಿಗೆ_ಮರ,_Kattasokam.md",Humboldtia_brunonis_-_Flickr_-_dinesh_valke.jpg,Humboldtia brunonis,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53529198415,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Hypericum_mysurense_-_Mysore_hypericum,_ಚಿನ್ನದಾವರೆ,_Avaran,_Avaram-kola,_Hayperi.md",Hypericum_mysurense_shrub_-_Flickr_-_dinesh_valke.jpg,Hypericum mysurense,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/14497566817,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Impatiens_minor_-_Lesser_balsam,_ಸೋನೆ_ಹೂ,_Mashithandu,_Lahan_terda.md",Impatiens_minor_annual_-_Flickr_-_dinesh_valke.jpg,Impatiens minor,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/4780120502,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Indigofera_cassioides_-_Cassia_indigo,_ಗೊಗ್ಗೆ,_Pharsi_ghas,_Karkandi,_Manali,_Baroli.md",Indigofera_cassioides_-_Flickr_-_dinesh_valke.jpg,Indigofera cassioides,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53375149581,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Indigofera_linifolia_-_Narrowleaf_indigo,_ಗಂಜಿಕಸ,_Bhangra,_Barbada.md",Indigofera_linifolia_fabaceae_-_Flickr_-_dinesh_valke.jpg,Indigofera linifolia,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/51415709472,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Indigofera_linnaei_-_Birdsville_indigo,_ಚೆನ್ನೆ_ಗಿಡ,_Pandarphali,_Ceruppu-nerunci,_Chalapachi,_Cempullati,_Bhingule.md",Indigofera_linnaei_-_Flickr_-_dinesh_valke.jpg,Indigofera linnaei,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53518466738,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Ipomoea_sagittifolia_burm_-_Hedge_bindweed,_ಮೂಗುತಿ_ಬಳ್ಳಿ,_Ban_kalmi,_Mancikai,_Laksmana,_Chuttithiruthali,_Amti_vel.md",Ipomoea_sagittifolia_burm_-_Flickr_-_dinesh_valke.jpg,Ipomoea sagittifolia burm,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53308876766,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Ixora_nigricans_-_Black_ixora,_ಅಡಯಾಲ,_Utappu,_Cherukuravu,_Katkuda.md",Ixora_nigricans_-_Flickr_-_dinesh_valke.jpg,Ixora nigricans,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53489017287,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
docs/herbs/Jasminum_angustifolium.md,Jasminum_angustifolium_-_Flickr_-_dinesh_valke.jpg,Jasminum angustifolium,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/48922929842,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Jasminum_coarctatum_-_White-bracted_jasmine,_ವನಮಲ್ಲಿಗೆ,_Erumai-mullai,_Kattumulla,_Vikhamogari.md",Jasminum_coarctatum_-_Flickr_-_dinesh_valke.jpg,Jasminum coarctatum,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/54550080647,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
docs/herbs/Jasminum_malabaricum.md,Jasminum_malabaricum_-_Flickr_-_dinesh_valke.jpg,Jasminum malabaricum,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/4695543676,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Knema_attenuata_-_Tapering_nutmeg,_ಕಾಡು_ಪಿಂಡೆ,_Cura-pattiri,_Chennelli,_Ran_jayaphal.md",Knema_attenuata_-_Flickr_-_dinesh_valke.jpg,Knema attenuata,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53704479232,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Lagenandra_ovata_-_Malayan_sword,_ಕೋಮಣ_ಗೆಡ್ಡೆ,_Karinpeala,_Vatsanabh.md",Lagenandra_ovata_araceae_-_Flickr_-_dinesh_valke.jpg,Lagenandra ovata,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/8594488135,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Laportea_interrupta_-_Hawai'i_woodnettle,_ಕಾಡು_ಚುರುಚುರಕನ_ಗಿಡ,_Bichata,_Peru-n-kanchori,_Anakkotittuva,_Aagya.md",Laportea_interrupta_annual_-_Flickr_-_dinesh_valke.jpg,Laportea interrupta,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/2788875359,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Launaea_procumbens_-_Creeping_Launaea,_Kemputorai.md",Launaea_procumbens_-_Flickr_-_dinesh_valke.jpg,Launaea procumbens,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/52509859381,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
docs/herbs/Lindenbergia_indica.md,Lindenbergia_indica_-_Flickr_-_dinesh_valke.jpg,Lindenbergia indica,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/51644224266,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Litsea_coriacea_-_Leathery-leaved_laurel,_ಎರ್ಚಿಕೂಟಿ,_Maravettithali.md",Litsea_coriacea_evergreen_-_Flickr_-_dinesh_valke.jpg,Litsea coriacea,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/30989426231,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Ludwigia_perennis_-_Perennial_water_primrose,_Kerebendugida.md",Ludwigia_perennis_-_Flickr_-_dinesh_valke.jpg,Ludwigia perennis,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/49110570306,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Maesa_indica_-_Wild_berry,_ಗುಡ್ಡೆ_ಹರಗಿ,_Kramighna_phal,_Periya-unni,_Kiriti,_Ataki.md",Maesa_indica_-_Flickr_-_dinesh_valke.jpg,Maesa indica,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53705318216,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Malvastrum_coromandelianum_-_Common_false_mallow,_Sannabindige.md",Malvastrum_coromandelianum_annual_-_Flickr_-_dinesh_valke.jpg,Malvastrum coromandelianum,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/1461771973,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Melicope_lunu-ankenda_-_Matchbox_tree,_ಬೆಂಕಿಪೆಟ್ಟಿ_ಗಿಡ,_Kanali,_Vanashampange,_Kampili,_Bok.md",Melicope_lunu-ankenda_-_Flickr_-_dinesh_valke.jpg,Melicope lunu-ankenda,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/55138264168,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0/
docs/herbs/Memecylon_edule.md,Memecylon_edule_-_Flickr_-_dinesh_valke.jpg,Memecylon edule,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/8582484822,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Miliusa_tomentosa_-_Tomentose_miliusa,_ಕರಿ_ಹೆಸ್ಸರೆ,_Hoom,_Barre_duduga,_Kanakkaita,_Humb.md",Miliusa_tomentosa_annonaceae_-_Flickr_-_dinesh_valke.jpg,Miliusa tomentosa,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/9971320676,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
"docs/herbs/Murraya_koenigi_-_Curry_leaves,_Oggarane_soppu,_Karipatta,_Karivembu,_Karivepaku.md",Murraya_koenigi_-_Flickr_-_dinesh_valke.jpg,Murraya koenigi,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/53768588764,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
docs/herbs/Neptunia_oleracea.md,Neptunia_oleracea_-_Flickr_-_dinesh_valke.jpg,Neptunia oleracea,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/6257269975,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
docs/herbs/Nervilia_aragoana.md,Nervilia_aragoana_-_Flickr_-_dinesh_valke.jpg,Nervilia aragoana,Dinesh Valke,https://www.flickr.com/photos/dinesh_valke/7432409980,CC BY 2.0,https://creativecommons.org/licenses/by/2.0/
